user,item,time
4,694,1222812000
4,695,1222812000
4,696,1222812000
4,697,1222812000
4,699,1222812000
4,700,1222812000
4,701,1222812000
4,702,1222812000
4,703,1222812000
4,704,1222812000
4,705,1222812000
4,706,1222812000
4,707,1222812000
4,708,1222812000
4,709,1222812000
4,710,1222812000
4,711,1222812000
4,712,1222812000
4,713,1222812000
4,714,1222812000
4,716,1222812000
4,717,1222812000
4,718,1222812000
4,719,1222812000
4,720,1222812000
4,721,1222812000
4,722,1222812000
5,33,1133391600
5,39,1133391600
5,48,1133391600
5,50,1133391600
5,86,1133391600
5,92,1133391600
5,111,1133391600
5,114,1133391600
5,134,1133391600
5,138,1133391600
5,139,1133391600
5,140,1133391600
5,142,1133391600
5,253,1133391600
5,258,1133391600
5,267,1133391600
5,268,1133391600
5,279,1133391600
5,288,1133391600
5,356,1133391600
5,424,1133391600
5,444,1133391600
5,492,1133391600
5,583,1133391600
5,662,1133391600
5,772,1133391600
5,793,1133391600
5,794,1133391600
5,795,1133391600
5,796,1133391600
5,797,1133391600
5,798,1133391600
5,799,1133391600
5,800,1133391600
5,801,1133391600
5,802,1133391600
5,803,1133391600
5,804,1133391600
5,805,1133391600
5,806,1133391600
5,807,1133391600
5,808,1133391600
5,809,1133391600
5,810,1133391600
5,811,1133391600
5,812,1133391600
5,813,1133391600
5,814,1133391600
5,815,1133391600
6,127,1296514800
6,291,1296514800
6,636,1296514800
6,666,1296514800
6,816,1296514800
6,817,1296514800
6,818,1296514800
6,819,1296514800
6,820,1296514800
6,821,1296514800
6,822,1296514800
6,823,1296514800
6,824,1296514800
6,825,1296514800
7,113,1257030000
7,124,1257030000
7,143,1257030000
7,223,1257030000
7,279,1257030000
7,309,1257030000
7,315,1257030000
7,326,1257030000
7,333,1257030000
7,338,1257030000
7,342,1257030000
7,345,1257030000
7,381,1257030000
7,384,1257030000
7,467,1257030000
7,530,1257030000
7,536,1257030000
7,554,1257030000
7,556,1257030000
7,564,1257030000
7,668,1257030000
7,725,1257030000
7,731,1257030000
7,734,1257030000
7,735,1257030000
7,761,1257030000
7,826,1257030000
7,827,1257030000
7,828,1257030000
7,829,1257030000
7,830,1257030000
7,831,1257030000
7,832,1257030000
7,833,1257030000
7,834,1257030000
7,835,1257030000
7,836,1257030000
7,837,1257030000
7,838,1257030000
7,839,1257030000
7,840,1257030000
7,841,1257030000
7,842,1257030000
7,843,1257030000
7,844,1257030000
7,845,1257030000
7,846,1257030000
7,847,1257030000
7,848,1257030000
8,43,1275343200
8,36,1277935200
8,61,1277935200
8,62,1277935200
8,95,1277935200
8,102,1277935200
8,105,1277935200
8,118,1277935200
8,140,1277935200
8,141,1277935200
8,142,1277935200
8,180,1277935200
8,190,1277935200
8,192,1277935200
8,198,1277935200
8,223,1277935200
8,225,1277935200
8,226,1277935200
8,239,1277935200
8,271,1277935200
8,311,1277935200
8,331,1277935200
8,334,1277935200
8,343,1277935200
8,356,1277935200
8,377,1277935200
8,399,1277935200
8,436,1277935200
8,460,1277935200
8,469,1277935200
8,471,1277935200
8,478,1277935200
8,655,1277935200
8,662,1277935200
8,678,1277935200
8,760,1277935200
8,798,1277935200
8,869,1277935200
8,870,1277935200
8,871,1277935200
8,872,1277935200
8,873,1277935200
8,874,1277935200
8,875,1277935200
8,876,1277935200
8,877,1277935200
8,878,1277935200
8,879,1277935200
9,895,1212271200
9,910,1214863200
9,900,1220220000
9,9,1259622000
9,14,1259622000
9,27,1259622000
9,56,1259622000
9,97,1259622000
9,578,1259622000
9,579,1259622000
9,658,1259622000
9,881,1259622000
9,882,1259622000
9,883,1259622000
9,884,1259622000
9,885,1259622000
9,886,1259622000
9,887,1259622000
9,888,1259622000
9,889,1259622000
9,890,1259622000
9,891,1259622000
9,892,1259622000
9,893,1259622000
9,894,1259622000
9,896,1259622000
9,897,1259622000
9,898,1259622000
9,899,1259622000
9,901,1259622000
9,902,1259622000
9,903,1259622000
9,904,1259622000
9,905,1259622000
9,906,1259622000
9,907,1259622000
9,908,1259622000
9,909,1259622000
9,911,1259622000
9,912,1259622000
9,913,1259622000
9,914,1259622000
9,915,1259622000
9,916,1259622000
9,917,1259622000
9,918,1259622000
9,919,1259622000
9,920,1259622000
9,921,1259622000
10,747,1214863200
10,923,1214863200
10,928,1214863200
10,930,1214863200
10,942,1214863200
10,950,1214863200
10,962,1214863200
10,965,1214863200
10,943,1217541600
10,929,1220220000
10,956,1220220000
10,961,1220220000
10,955,1222812000
10,22,1225494000
10,958,1225494000
10,964,1225494000
10,931,1228086000
10,952,1228086000
10,953,1228086000
10,945,1230764400
10,948,1230764400
10,949,1230764400
10,963,1230764400
10,960,1233442800
10,944,1234652400
10,951,1234652400
10,711,1235862000
10,936,1235862000
10,941,1235862000
10,947,1235862000
10,939,1241128800
10,957,1241128800
10,935,1243807200
10,934,1246399200
10,938,1246399200
10,19,1254348000
10,20,1254348000
10,922,1254348000
10,925,1254348000
10,927,1254348000
10,959,1254348000
10,926,1257030000
10,937,1257030000
10,940,1257030000
10,966,1257030000
10,932,1259622000
10,933,1259622000
10,924,1272664800
10,946,1288566000
11,658,1272664800
11,482,1275343200
11,579,1275343200
11,633,1275343200
11,634,1275343200
11,638,1275343200
11,642,1275343200
11,648,1275343200
11,653,1275343200
11,661,1275343200
11,887,1275343200
11,891,1275343200
11,967,1275343200
11,968,1275343200
11,969,1275343200
11,970,1275343200
11,971,1275343200
11,972,1275343200
11,973,1275343200
11,974,1275343200
11,975,1275343200
11,976,1275343200
11,978,1275343200
11,979,1275343200
11,980,1275343200
11,981,1275343200
11,982,1275343200
11,983,1275343200
11,984,1275343200
11,985,1275343200
11,986,1275343200
11,987,1275343200
11,988,1275343200
11,989,1275343200
11,990,1275343200
11,991,1275343200
11,993,1275343200
11,994,1275343200
11,995,1275343200
11,996,1275343200
11,997,1275343200
11,998,1275343200
11,999,1275343200
11,1000,1275343200
11,1001,1275343200
11,1002,1275343200
11,1003,1275343200
11,1004,1275343200
11,992,1280613600
12,35,1283292000
12,62,1283292000
12,82,1283292000
12,95,1283292000
12,96,1283292000
12,134,1283292000
12,140,1283292000
12,143,1283292000
12,154,1283292000
12,163,1283292000
12,167,1283292000
12,176,1283292000
12,180,1283292000
12,181,1283292000
12,187,1283292000
12,191,1283292000
12,192,1283292000
12,224,1283292000
12,246,1283292000
12,320,1283292000
12,356,1283292000
12,377,1283292000
12,411,1283292000
12,460,1283292000
12,478,1283292000
12,508,1283292000
12,614,1283292000
12,651,1283292000
12,655,1283292000
12,662,1283292000
12,672,1283292000
12,1039,1283292000
12,1070,1283292000
12,1071,1283292000
12,1072,1283292000
12,1074,1283292000
12,1075,1283292000
12,1076,1283292000
12,1077,1283292000
12,1078,1283292000
12,1079,1283292000
12,1080,1283292000
12,1081,1283292000
12,1082,1283292000
12,1083,1283292000
12,1084,1283292000
12,1085,1283292000
12,1086,1283292000
12,45,1285884000
13,1106,1259622000
13,87,1264978800
13,181,1264978800
13,206,1264978800
13,306,1264978800
13,631,1264978800
13,1054,1264978800
13,1095,1264978800
13,1107,1264978800
13,62,1267398000
13,137,1267398000
13,191,1267398000
13,200,1267398000
13,202,1267398000
13,204,1267398000
13,214,1267398000
13,295,1267398000
13,478,1267398000
13,626,1267398000
13,771,1267398000
13,1016,1267398000
13,1088,1267398000
13,1089,1267398000
13,1090,1267398000
13,1091,1267398000
13,1093,1267398000
13,1094,1267398000
13,1096,1267398000
13,1097,1267398000
13,1098,1267398000
13,1099,1267398000
13,1100,1267398000
13,1101,1267398000
13,1102,1267398000
13,1103,1267398000
13,1104,1267398000
13,1105,1267398000
13,1108,1267398000
13,1109,1267398000
13,1110,1267398000
13,1111,1267398000
13,1112,1267398000
13,1113,1267398000
13,1114,1267398000
13,24,1270072800
13,180,1270072800
13,198,1275343200
13,1023,1275343200
13,1087,1275343200
14,83,1243807200
14,90,1243807200
14,92,1243807200
14,122,1243807200
14,141,1243807200
14,239,1243807200
14,273,1243807200
14,283,1243807200
14,285,1243807200
14,333,1243807200
14,428,1243807200
14,464,1243807200
14,495,1243807200
14,588,1243807200
14,645,1243807200
14,678,1243807200
14,778,1243807200
14,781,1243807200
14,1118,1243807200
14,1119,1243807200
14,1137,1243807200
14,1170,1243807200
14,1171,1243807200
14,1172,1243807200
14,1173,1243807200
14,1174,1243807200
14,1175,1243807200
14,1176,1243807200
14,1177,1243807200
14,1178,1243807200
14,1179,1243807200
14,1180,1243807200
14,1181,1243807200
14,1182,1243807200
14,1183,1243807200
14,1184,1243807200
14,1185,1243807200
14,1186,1243807200
14,1187,1243807200
14,1188,1243807200
14,1189,1243807200
14,1190,1243807200
15,183,1285884000
15,311,1288566000
15,466,1288566000
15,874,1288566000
15,1067,1288566000
15,45,1291158000
15,181,1291158000
15,184,1291158000
15,192,1291158000
15,223,1291158000
15,306,1291158000
15,462,1291158000
15,627,1291158000
15,1063,1291158000
15,1201,1291158000
15,1202,1291158000
15,180,1293836400
15,187,1293836400
15,194,1293836400
15,209,1293836400
15,211,1293836400
15,215,1293836400
15,226,1293836400
15,250,1293836400
15,461,1293836400
15,548,1293836400
15,617,1293836400
15,764,1293836400
15,1198,1293836400
15,1199,1293836400
15,1200,1293836400
15,1204,1293836400
15,1205,1293836400
15,1206,1293836400
15,1207,1293836400
15,1208,1293836400
15,1209,1293836400
15,1210,1293836400
15,574,1296514800
15,614,1296514800
15,1203,1296514800
15,62,1298934000
15,368,1298934000
16,764,1209592800
16,45,1214863200
16,501,1214863200
16,989,1214863200
16,483,1220220000
16,1221,1220220000
16,1222,1222812000
16,150,1225494000
16,4,1228086000
16,16,1228086000
16,36,1228086000
16,140,1228086000
16,145,1228086000
16,188,1228086000
16,264,1228086000
16,296,1228086000
16,320,1228086000
16,357,1228086000
16,362,1228086000
16,424,1228086000
16,427,1228086000
16,486,1228086000
16,777,1228086000
16,780,1228086000
16,798,1228086000
16,854,1228086000
16,1133,1228086000
16,1215,1228086000
16,1216,1228086000
16,1217,1228086000
16,1218,1228086000
16,1219,1228086000
16,1220,1228086000
16,1223,1228086000
16,1224,1228086000
16,1214,1235862000
16,349,1238536800
16,988,1241128800
16,1213,1241128800
16,245,1251756000
16,789,1254348000
16,1211,1254348000
16,21,1257030000
16,105,1257030000
16,769,1257030000
16,1212,1257030000
17,689,1149112800
17,697,1180648800
17,1318,1180648800
17,718,1193871600
17,1263,1193871600
17,1316,1193871600
17,1317,1193871600
17,70,1196463600
17,685,1196463600
17,39,1201820400
17,59,1201820400
17,69,1201820400
17,608,1201820400
17,684,1201820400
17,692,1201820400
17,705,1201820400
17,1304,1201820400
17,1309,1201820400
17,1310,1201820400
17,751,1204326000
17,783,1204326000
17,1303,1204326000
17,40,1207000800
17,46,1207000800
17,50,1207000800
17,603,1207000800
17,1285,1207000800
17,1306,1207000800
17,1313,1207000800
17,688,1209592800
17,704,1209592800
17,710,1209592800
17,1305,1209592800
17,1307,1209592800
17,1311,1209592800
17,1312,1209592800
17,68,1212271200
17,1314,1212271200
17,1315,1241128800
17,1308,1246399200
18,43,1261113561
18,45,1261113561
18,62,1261113561
18,151,1261113561
18,162,1261113561
18,176,1261113561
18,178,1261113561
18,180,1261113561
18,181,1261113561
18,182,1261113561
18,184,1261113561
18,186,1261113561
18,191,1261113561
18,192,1261113561
18,193,1261113561
18,194,1261113561
18,198,1261113561
18,200,1261113561
18,206,1261113561
18,208,1261113561
18,210,1261113561
18,212,1261113561
18,217,1261113561
18,218,1261113561
18,219,1261113561
18,220,1261113561
18,222,1261113561
18,229,1261113561
18,239,1261113561
18,310,1261113561
18,311,1261113561
18,313,1261113561
18,329,1261113561
18,372,1261113561
18,375,1261113561
18,387,1261113561
18,478,1261113561
18,631,1261113561
18,723,1261113561
18,1009,1261113561
18,1332,1261113561
18,1333,1261113561
18,1334,1261113561
18,1335,1261113561
18,1336,1261113561
19,978,1214863200
19,483,1233442800
19,579,1233442800
19,633,1233442800
19,634,1233442800
19,636,1233442800
19,638,1233442800
19,639,1233442800
19,643,1233442800
19,646,1233442800
19,650,1233442800
19,661,1233442800
19,675,1233442800
19,769,1233442800
19,776,1233442800
19,790,1233442800
19,879,1233442800
19,969,1233442800
19,979,1233442800
19,980,1233442800
19,981,1233442800
19,1371,1233442800
19,1372,1233442800
19,1373,1233442800
19,1374,1233442800
19,1375,1233442800
19,1376,1233442800
19,1377,1233442800
19,1378,1233442800
19,1379,1233442800
19,1380,1233442800
19,1381,1233442800
20,174,1220220000
20,1169,1220220000
20,1363,1220220000
20,1460,1220220000
20,1461,1220220000
20,1462,1220220000
20,1463,1220220000
20,1464,1220220000
20,1465,1220220000
20,1466,1220220000
20,1467,1220220000
20,1468,1220220000
21,79,1199142000
21,86,1199142000
21,111,1199142000
21,115,1199142000
21,662,1199142000
21,772,1199142000
21,1481,1199142000
21,1482,1199142000
21,1484,1199142000
21,1485,1199142000
22,278,1262300400
22,39,1268821800
22,50,1268821800
22,53,1268821800
22,79,1268821800
22,83,1268821800
22,114,1268821800
22,118,1268821800
22,125,1268821800
22,131,1268821800
22,136,1268821800
22,140,1268821800
22,221,1268821800
22,268,1268821800
22,273,1268821800
22,276,1268821800
22,281,1268821800
22,287,1268821800
22,288,1268821800
22,377,1268821800
22,424,1268821800
22,434,1268821800
22,442,1268821800
22,589,1268821800
22,590,1268821800
22,759,1268821800
22,764,1268821800
22,771,1268821800
22,1110,1268821800
22,1345,1268821800
22,1346,1268821800
22,1347,1268821800
22,1351,1268821800
22,1435,1268821800
22,1523,1268821800
22,1563,1268821800
22,1564,1268821800
22,1565,1268821800
22,1566,1268821800
22,1567,1268821800
22,1568,1268821800
22,1569,1268821800
22,1570,1268821800
22,1571,1268821800
23,45,1285884000
23,62,1285884000
23,82,1285884000
23,162,1285884000
23,180,1285884000
23,181,1285884000
23,183,1285884000
23,184,1285884000
23,187,1285884000
23,190,1285884000
23,191,1285884000
23,192,1285884000
23,194,1285884000
23,198,1285884000
23,202,1285884000
23,206,1285884000
23,208,1285884000
23,211,1285884000
23,219,1285884000
23,223,1285884000
23,226,1285884000
23,229,1285884000
23,306,1285884000
23,311,1285884000
23,331,1285884000
23,343,1285884000
23,370,1285884000
23,373,1285884000
23,386,1285884000
23,387,1285884000
23,460,1285884000
23,462,1285884000
23,466,1285884000
23,469,1285884000
23,478,1285884000
23,480,1285884000
23,548,1285884000
23,723,1285884000
23,726,1285884000
23,1434,1285884000
23,1560,1285884000
23,1572,1285884000
23,1573,1285884000
23,1574,1285884000
23,1575,1285884000
23,1576,1285884000
23,1577,1285884000
24,105,1277935200
24,113,1277935200
24,114,1277935200
24,120,1277935200
24,127,1277935200
24,678,1277935200
24,1318,1277935200
24,1617,1277935200
24,1623,1277935200
24,1626,1277935200
24,1627,1277935200
24,1628,1277935200
24,1629,1277935200
24,107,1280613600
24,117,1280613600
24,140,1280613600
24,143,1280613600
24,171,1280613600
24,282,1280613600
24,356,1280613600
24,416,1280613600
24,426,1280613600
24,439,1280613600
24,503,1280613600
24,508,1280613600
24,680,1280613600
24,1008,1280613600
24,1122,1280613600
24,1165,1280613600
24,1294,1280613600
24,1304,1280613600
24,1310,1280613600
24,1469,1280613600
24,1523,1280613600
24,1534,1280613600
24,1616,1280613600
24,1620,1280613600
24,1621,1280613600
24,1622,1280613600
24,1624,1280613600
24,1625,1280613600
24,1630,1280613600
24,1618,1293836400
24,1619,1293836400
25,54,1270072800
25,66,1270072800
25,69,1270072800
25,86,1270072800
25,95,1270072800
25,99,1270072800
25,118,1270072800
25,127,1270072800
25,140,1270072800
25,273,1270072800
25,377,1270072800
25,399,1270072800
25,424,1270072800
25,425,1270072800
25,492,1270072800
25,503,1270072800
25,508,1270072800
25,510,1270072800
25,588,1270072800
25,599,1270072800
25,634,1270072800
25,655,1270072800
25,662,1270072800
25,765,1270072800
25,879,1270072800
25,990,1270072800
25,999,1270072800
25,1002,1270072800
25,1033,1270072800
25,1044,1270072800
25,1167,1270072800
25,1267,1270072800
25,1268,1270072800
25,1272,1270072800
25,1275,1270072800
25,1447,1270072800
25,1488,1270072800
25,1490,1270072800
25,1491,1270072800
25,1713,1270072800
25,1714,1270072800
25,1715,1270072800
25,1716,1270072800
25,1717,1270072800
26,156,1222812000
26,169,1222812000
26,173,1222812000
26,320,1222812000
26,372,1222812000
26,441,1222812000
26,1157,1222812000
26,1159,1222812000
26,1161,1222812000
26,1168,1222812000
26,1336,1222812000
26,1343,1222812000
26,1350,1222812000
26,1448,1222812000
26,1461,1222812000
26,1467,1222812000
26,1651,1222812000
26,1726,1222812000
26,1727,1222812000
26,1728,1222812000
26,1729,1222812000
26,1730,1222812000
26,1731,1222812000
26,1732,1222812000
26,1733,1222812000
26,1734,1222812000
26,1735,1222812000
26,1736,1222812000
26,1737,1222812000
26,1738,1222812000
26,1739,1222812000
26,1740,1222812000
27,36,1277935200
27,43,1277935200
27,45,1277935200
27,61,1277935200
27,62,1277935200
27,87,1277935200
27,95,1277935200
27,140,1277935200
27,184,1277935200
27,198,1277935200
27,245,1277935200
27,252,1277935200
27,279,1277935200
27,344,1277935200
27,357,1277935200
27,382,1277935200
27,478,1277935200
27,482,1277935200
27,503,1277935200
27,505,1277935200
27,508,1277935200
27,541,1277935200
27,662,1277935200
27,769,1277935200
27,869,1277935200
27,872,1277935200
27,879,1277935200
27,1033,1277935200
27,1035,1277935200
27,1037,1277935200
27,1381,1277935200
27,1490,1277935200
27,1777,1277935200
27,1778,1277935200
27,1779,1277935200
27,1780,1277935200
27,1781,1277935200
27,1782,1277935200
27,1783,1277935200
27,1784,1277935200
27,1785,1277935200
28,181,1222812000
28,35,1254348000
28,45,1254348000
28,49,1254348000
28,162,1254348000
28,167,1254348000
28,180,1254348000
28,184,1254348000
28,185,1254348000
28,186,1254348000
28,187,1254348000
28,188,1254348000
28,191,1254348000
28,192,1254348000
28,194,1254348000
28,196,1254348000
28,213,1254348000
28,215,1254348000
28,223,1254348000
28,226,1254348000
28,231,1254348000
28,238,1254348000
28,243,1254348000
28,252,1254348000
28,272,1254348000
28,306,1254348000
28,310,1254348000
28,311,1254348000
28,368,1254348000
28,370,1254348000
28,388,1254348000
28,392,1254348000
28,466,1254348000
28,469,1254348000
28,470,1254348000
28,480,1254348000
28,625,1254348000
28,632,1254348000
28,663,1254348000
28,672,1254348000
28,739,1254348000
28,1068,1254348000
28,1069,1254348000
28,1146,1254348000
28,1356,1254348000
28,1804,1254348000
28,1805,1254348000
28,1806,1254348000
29,62,1270072800
29,98,1270072800
29,106,1270072800
29,162,1270072800
29,180,1270072800
29,181,1270072800
29,186,1270072800
29,187,1270072800
29,191,1270072800
29,192,1270072800
29,193,1270072800
29,194,1270072800
29,198,1270072800
29,202,1270072800
29,206,1270072800
29,209,1270072800
29,210,1270072800
29,215,1270072800
29,223,1270072800
29,226,1270072800
29,229,1270072800
29,231,1270072800
29,306,1270072800
29,309,1270072800
29,311,1270072800
29,343,1270072800
29,370,1270072800
29,373,1270072800
29,375,1270072800
29,376,1270072800
29,386,1270072800
29,387,1270072800
29,388,1270072800
29,389,1270072800
29,462,1270072800
29,466,1270072800
29,478,1270072800
29,543,1270072800
29,548,1270072800
29,626,1270072800
29,700,1270072800
29,1064,1270072800
29,1067,1270072800
29,1076,1270072800
29,1410,1270072800
29,1447,1270072800
29,1532,1270072800
29,1560,1270072800
29,1815,1270072800
30,45,1172703600
30,219,1172703600
30,300,1172703600
30,304,1172703600
30,1561,1172703600
30,162,1175378400
30,183,1175378400
30,184,1175378400
30,197,1175378400
30,206,1175378400
30,210,1175378400
30,215,1175378400
30,616,1175378400
30,1385,1175378400
30,1829,1175378400
30,35,1177970400
30,62,1177970400
30,182,1177970400
30,185,1177970400
30,191,1177970400
30,193,1177970400
30,194,1177970400
30,201,1177970400
30,216,1177970400
30,225,1177970400
30,226,1177970400
30,229,1177970400
30,234,1177970400
30,250,1177970400
30,301,1177970400
30,368,1177970400
30,379,1177970400
30,460,1177970400
30,631,1177970400
30,1066,1177970400
30,223,1180648800
30,1816,1180648800
30,310,1183240800
30,181,1185919200
30,626,1188597600
30,180,1191189600
30,186,1207000800
30,209,1207000800
30,1068,1207000800
30,382,1225494000
30,187,1285884000
30,202,1285884000
30,198,1288566000
30,218,1288566000
31,88,1199142000
31,190,1199142000
31,764,1199142000
31,35,1214863200
31,36,1214863200
31,38,1214863200
31,42,1214863200
31,43,1214863200
31,45,1214863200
31,49,1214863200
31,61,1214863200
31,79,1214863200
31,140,1214863200
31,164,1214863200
31,181,1214863200
31,184,1214863200
31,192,1214863200
31,198,1214863200
31,207,1214863200
31,268,1214863200
31,378,1214863200
31,478,1214863200
31,489,1214863200
31,524,1214863200
31,631,1214863200
31,676,1214863200
31,873,1214863200
31,1016,1214863200
31,1022,1214863200
31,1042,1214863200
31,1070,1214863200
31,1143,1214863200
31,1244,1214863200
31,1250,1214863200
31,1332,1214863200
31,1366,1214863200
31,1370,1214863200
31,1561,1214863200
31,1777,1214863200
31,1830,1214863200
31,1831,1214863200
31,1832,1214863200
31,1833,1214863200
31,1834,1214863200
31,1835,1214863200
31,1836,1214863200
31,370,1251756000
31,154,1259622000
32,62,1296514800
32,726,1304597962
32,35,1304597963
32,45,1304597963
32,84,1304597963
32,162,1304597963
32,178,1304597963
32,180,1304597963
32,184,1304597963
32,186,1304597963
32,187,1304597963
32,191,1304597963
32,192,1304597963
32,193,1304597963
32,194,1304597963
32,198,1304597963
32,204,1304597963
32,206,1304597963
32,208,1304597963
32,212,1304597963
32,217,1304597963
32,218,1304597963
32,222,1304597963
32,223,1304597963
32,229,1304597963
32,300,1304597963
32,303,1304597963
32,311,1304597963
32,320,1304597963
32,370,1304597963
32,373,1304597963
32,454,1304597963
32,456,1304597963
32,478,1304597963
32,626,1304597963
32,631,1304597963
32,1055,1304597963
32,1150,1304597963
32,1278,1304597963
32,1403,1304597963
32,1410,1304597963
32,1460,1304597963
32,1870,1304597963
32,1871,1304597963
32,1872,1304597963
32,1873,1304597963
32,1874,1304597963
32,181,1304597964
33,1756,1259622000
33,62,1263510000
33,67,1263510000
33,106,1263510000
33,119,1263510000
33,162,1263510000
33,180,1263510000
33,182,1263510000
33,183,1263510000
33,184,1263510000
33,185,1263510000
33,186,1263510000
33,192,1263510000
33,193,1263510000
33,194,1263510000
33,196,1263510000
33,197,1263510000
33,203,1263510000
33,205,1263510000
33,207,1263510000
33,214,1263510000
33,223,1263510000
33,225,1263510000
33,226,1263510000
33,231,1263510000
33,279,1263510000
33,301,1263510000
33,311,1263510000
33,373,1263510000
33,392,1263510000
33,459,1263510000
33,469,1263510000
33,478,1263510000
33,480,1263510000
33,623,1263510000
33,735,1263510000
33,771,1263510000
33,1058,1263510000
33,1116,1263510000
33,1152,1263510000
33,1332,1263510000
33,1427,1263510000
33,1447,1263510000
33,1713,1263510000
33,1788,1263510000
33,1815,1263510000
33,1876,1263510000
33,1877,1263510000
33,1878,1263510000
34,183,1151704800
34,197,1151704800
34,223,1151704800
34,739,1151704800
34,35,1159653600
34,45,1159653600
34,80,1159653600
34,124,1159653600
34,162,1159653600
34,176,1159653600
34,180,1159653600
34,184,1159653600
34,185,1159653600
34,187,1159653600
34,191,1159653600
34,194,1159653600
34,198,1159653600
34,202,1159653600
34,207,1159653600
34,209,1159653600
34,210,1159653600
34,215,1159653600
34,216,1159653600
34,219,1159653600
34,229,1159653600
34,246,1159653600
34,343,1159653600
34,368,1159653600
34,370,1159653600
34,381,1159653600
34,382,1159653600
34,384,1159653600
34,386,1159653600
34,460,1159653600
34,478,1159653600
34,543,1159653600
34,625,1159653600
34,672,1159653600
34,873,1159653600
34,1146,1159653600
34,1200,1159653600
34,1561,1159653600
34,1880,1159653600
34,1881,1159653600
34,1882,1159653600
34,1883,1159653600
35,80,1262300400
35,82,1262300400
35,84,1262300400
35,105,1262300400
35,140,1262300400
35,158,1262300400
35,167,1262300400
35,176,1262300400
35,180,1262300400
35,181,1262300400
35,183,1262300400
35,186,1262300400
35,187,1262300400
35,191,1262300400
35,193,1262300400
35,194,1262300400
35,198,1262300400
35,210,1262300400
35,211,1262300400
35,215,1262300400
35,219,1262300400
35,221,1262300400
35,223,1262300400
35,224,1262300400
35,226,1262300400
35,229,1262300400
35,246,1262300400
35,300,1262300400
