user,friend
56,263
56,313
56,316
56,347
56,369
56,412
56,425
57,363
58,465
59,199
59,261
59,397
60,479
61,244
61,369
62,13
62,30
62,56
62,100
62,134
62,143
62,195
62,210
62,251
62,278
62,344
62,348
62,363
62,407
63,71
63,447
64,28
64,30
64,80
64,89
64,134
64,146
64,159
64,196
64,209
64,241
64,313
64,314
64,350
64,384
64,392
64,433
64,466
65,266
67,55
67,102
67,106
67,199
67,245
67,362
67,440
67,459
67,489
68,266
70,336
71,63
71,413
72,289
73,165
73,307
73,397
73,442
75,400
76,325
76,383
77,181
77,278
78,97
78,110
78,137
78,155
78,164
78,291
79,3
79,46
79,267
79,363
79,419
79,420
80,38
80,64
80,167
80,206
80,254
80,278
80,374
80,416
81,246
82,154
82,257
82,286
82,328
83,84
84,83
84,134
84,374
84,469
85,141
85,270
87,199
88,265
88,278
89,64
89,152
89,195
89,209
89,244
89,374
90,32
91,17
91,153
91,289
92,307
93,245
94,32
94,50
94,100
94,123
94,181
94,363
94,397
94,433
95,15
95,28
95,105
95,122
95,152
95,162
95,183
95,199
95,209
95,238
95,247
95,273
95,277
95,308
95,313
95,314
95,328
95,348
96,16
96,47
96,119
96,307
96,311
96,389
97,78
97,291
97,483
98,291
100,28
100,30
100,35
100,50
100,62
100,94
100,135
100,143
100,267
100,307
100,308
100,313
100,314
100,315
100,350
100,363
100,407
100,440
100,482
102,67
102,463
104,163
104,295
104,363
105,28
105,36
105,46
105,56
105,95
105,131
105,159
105,195
105,196
105,277
105,308
105,313
105,314
105,347
105,380
105,425
105,426
105,441
106,16
106,67
106,291
106,307
106,428
106,440
107,463
109,199
109,310
110,78
110,238
111,56
111,200
111,315
111,345
115,189
115,287
116,476
117,270
117,465
118,389
119,37
119,96
119,307
120,35
120,46
120,48
120,275
120,281
120,307
120,390
120,419
120,440
121,230
122,50
122,95
122,247
122,254
122,283
122,285
122,347
122,433
122,441
122,452
123,94
123,343
124,143
125,13
125,15
125,154
125,183
125,194
125,196
125,384
125,472
127,134
127,251
127,278
129,355
131,105
132,323
133,259
133,289
134,13
134,29
134,38
134,62
134,64
134,84
134,127
134,195
134,196
134,251
134,254
134,278
134,297
134,344
134,373
134,374
134,388
134,392
134,410
134,466
135,15
135,34
135,38
135,48
135,56
135,100
135,167
135,196
135,199
135,209
135,241
135,257
135,297
135,344
135,354
135,365
135,374
135,416
135,466
137,43
137,78
137,291
138,289
139,405
141,85
142,325
143,62
143,100
143,124
143,154
143,283
143,431
145,38
145,196
145,226
146,28
146,64
146,154
146,195
146,210
146,241
146,317
146,374
147,363
148,488
150,15
152,15
152,28
152,50
152,56
152,89
152,95
152,196
152,199
152,200
152,210
152,244
152,279
152,308
152,315
152,482
153,91
153,416
154,15
154,82
154,125
154,143
154,146
154,167
154,196
154,226
154,237
154,426
154,433
154,472
155,78
155,291
156,38
156,159
156,244
156,254
157,328
158,48
158,226
158,254
158,277
158,344
158,374
158,422
158,433
159,3
159,48
159,64
159,105
159,156
159,209
159,254
159,344
159,347
159,384
161,209
162,33
162,95
162,194
162,227
162,270
162,348
162,388
163,17
163,104
163,199
163,245
163,289
164,55
164,78
164,291
164,362
164,413
165,73
166,29
166,32
166,35
166,56
166,210
166,241
166,244
166,345
166,350
166,374
166,407
166,412
167,13
167,16
167,38
167,48
167,80
167,135
167,154
167,197
167,206
167,209
167,210
167,226
167,241
167,244
167,273
167,313
167,344
167,347
167,350
167,366
167,374
167,384
167,422
167,466
168,447
169,35
169,238
170,49
172,437
173,52
174,363
175,273
175,298
176,295
176,363
180,203
181,77
181,94
181,307
181,308
181,312
181,428
181,490
181,492
183,95
183,125
183,199
183,220
183,275
183,315
183,328
183,431
187,436
189,115
190,378
191,243
193,27
194,1
194,125
194,162
194,328
195,30
195,62
195,89
195,105
195,134
195,146
195,254
195,286
195,374
195,384
195,392
195,441
196,28
196,29
196,56
196,64
196,105
196,125
196,134
196,135
196,145
196,152
196,154
196,206
196,210
196,313
196,314
196,347
196,348
196,350
196,392
196,426
196,441
196,472
196,482
197,41
197,167
197,273
197,307
197,308
197,315
197,326
197,440
199,16
199,28
199,55
199,56
199,59
199,67
199,87
199,95
199,109
199,135
199,152
199,163
199,183
199,209
199,242
199,244
199,245
199,246
199,259
199,262
199,270
199,281
199,291
199,295
199,308
199,336
199,363
199,372
199,398
199,440
199,452
199,454
199,463
199,465
199,493
200,111
200,152
202,363
203,180
204,232
206,13
206,33
206,80
206,167
206,196
206,210
206,238
206,307
206,313
206,314
206,315
206,347
207,432
209,35
209,38
209,48
209,56
209,64
209,89
209,95
209,135
209,159
209,161
209,167
209,199
209,210
209,292
209,308
209,313
209,314
209,344
209,350
209,374
209,385
209,440
210,48
210,56
210,62
210,146
210,152
210,166
210,167
210,196
210,206
210,209
210,226
210,238
210,313
210,345
210,347
210,374
210,407
210,433
213,396
213,420
217,237
217,307
217,415
218,19
220,183
220,307
220,328
221,307
225,267
225,359
226,1
226,15
226,46
226,48
226,50
226,145
226,154
226,158
226,167
226,210
226,244
226,254
226,286
226,307
226,308
226,348
226,374
226,407
226,408
226,422
226,433
226,482
227,162
227,307
227,317
227,390
229,325
230,121
231,359
232,204
233,16
237,16
237,154
237,217
237,308
237,322
237,328
237,440
238,13
238,56
238,95
238,110
238,169
238,206
238,210
238,267
238,314
238,316
238,365
238,369
238,430
239,55
241,0
241,15
241,28
241,64
241,135
241,146
241,166
241,167
241,283
241,313
241,369
242,199
242,363
243,191
244,12
244,61
244,89
244,152
244,156
244,166
244,167
244,199
244,226
244,313
244,482
245,67
245,93
245,163
245,199
245,289
246,36
246,81
246,199
246,420
247,28
247,95
247,122
247,285
247,313
247,314
250,317
251,30
251,62
251,127
251,134
251,286
251,357
251,392
254,13
254,30
254,48
254,80
254,122
254,134
254,156
254,158
254,159
254,195
254,226
254,278
254,384
254,385
254,408
254,441
255,289
256,37
256,417
256,465
257,38
257,82
257,135
257,410
258,1
258,275
258,281
259,133
259,199
259,273
260,377
261,42
261,59
262,199
263,56
265,88
266,65
266,68
267,46
267,79
267,100
267,225
267,238
267,338
267,419
267,420
267,424
270,46
270,85
270,117
270,162
270,199
270,273
270,276
270,291
270,295
270,306
270,307
270,310
270,353
270,363
270,364
270,368
270,390
270,415
270,434
270,440
272,353
273,35
273,95
273,167
273,175
273,197
273,259
273,270
273,308
273,416
273,440
274,307
274,452
275,120
275,183
275,258
275,390
275,419
276,270
276,343
277,95
277,105
277,158
277,421
278,0
278,18
278,62
278,77
278,80
278,88
278,127
278,134
278,254
278,283
278,374
278,466
279,152
279,444
281,3
281,46
281,120
281,199
281,258
282,38
283,0
283,15
283,29
283,38
283,50
283,122
283,143
283,241
283,278
283,313
283,407
283,412
283,422
283,433
284,363
285,35
285,122
285,247
286,35
286,38
286,82
286,195
286,226
286,251
286,347
286,384
287,115
288,363
289,17
289,40
289,55
289,72
289,91
289,133
289,138
289,163
289,245
289,255
289,293
289,362
289,409
289,454
289,490
290,489
291,16
291,50
291,78
291,97
291,98
291,106
291,137
291,155
291,164
291,199
291,270
291,330
291,363
291,370
291,417
291,428
291,465
291,476
291,490
292,209
292,448
293,289
295,53
295,104
295,176
295,199
295,270
295,310
295,322
295,323
295,363
295,379
295,417
295,440
295,489
296,363
297,134
297,135
297,354
298,175
298,332
298,363
298,416
302,47
302,433
302,469
304,347
304,407
304,466
306,35
306,270
306,390
306,419
307,16
307,37
307,41
307,46
307,73
307,92
307,96
307,100
307,106
307,119
307,120
307,181
307,197
307,206
307,217
307,220
307,221
307,226
307,227
307,270
307,274
307,328
307,352
307,363
307,389
307,390
307,397
307,401
307,428
307,449
308,48
308,95
308,100
308,105
308,152
308,181
308,197
308,199
308,209
308,226
308,237
308,273
308,315
308,328
308,354
308,369
308,440
308,482
308,489
310,109
310,270
310,295
311,96
312,181
313,15
313,28
313,32
313,56
313,64
313,95
313,100
313,105
313,167
313,196
313,206
313,209
313,210
313,241
313,244
313,247
313,283
313,314
313,315
313,344
313,347
313,350
313,384
313,433
313,482
314,28
314,64
314,95
314,100
314,105
314,196
314,206
314,209
314,238
314,247
314,313
314,344
314,350
315,0
315,16
315,28
315,100
315,111
315,152
315,183
315,197
315,206
315,308
315,313
315,455
315,482
316,30
316,56
316,238
316,466
317,146
317,227
317,250
317,382
317,416
322,51
322,237
322,295
322,449
322,452
323,132
323,295
325,76
325,142
325,229
325,383
326,16
326,51
326,197
326,363
327,355
328,23
328,35
328,82
328,95
328,157
328,183
328,194
328,220
328,237
328,307
328,308
328,431
330,46
330,291
330,461
332,298
334,345
335,363
336,70
336,199
336,452
336,467
338,267
340,400
341,483
342,434
343,123
343,276
344,28
344,30
344,33
344,35
344,38
344,62
344,134
344,135
344,158
344,159
344,167
344,209
344,313
344,314
344,347
344,365
344,422
344,463
345,15
345,111
345,166
345,210
345,334
345,482
347,15
347,28
347,56
347,105
347,122
347,159
347,167
347,196
347,206
347,210
347,286
347,304
347,313
347,344
347,369
347,374
347,422
347,433
347,482
348,15
348,35
348,48
348,62
348,95
348,162
348,196
348,226
348,374
349,21
350,46
350,64
350,100
350,166
350,167
350,196
350,209
350,313
350,314
350,374
350,422
352,46
352,307
352,408
353,270
353,272
353,465
354,135
354,297
354,308
355,129
355,327
356,456
357,13
357,251
357,363
359,14
359,225
359,231
359,363
359,420
359,478
360,470
362,67
362,164
362,289
363,9
363,10
363,13
363,16
363,19
363,53
363,57
363,62
363,79
363,94
363,100
363,104
363,147
363,174
363,176
363,199
363,202
363,242
363,270
363,284
363,288
363,291
363,295
363,296
363,298
363,307
363,326
363,335
363,357
363,359
363,390
363,397
363,414
363,419
363,437
363,440
363,445
363,452
363,458
363,468
364,270
365,28
365,135
365,238
365,344
365,425
366,13
366,167
368,270
369,30
369,48
369,56
369,61
369,238
369,241
369,308
369,347
369,374
370,291
372,199
373,30
373,134
373,374
374,13
374,28
374,38
374,80
374,84
374,89
374,134
374,135
374,146
374,158
374,166
374,167
374,195
374,209
374,210
374,226
374,278
374,347
374,348
374,350
374,369
374,373
374,384
374,392
374,398
374,425
375,490
377,260
378,190
379,295
380,29
380,105
382,317
383,76
383,325
384,28
384,38
384,64
384,125
384,159
384,167
384,195
384,254
384,286
384,313
384,374
384,472
385,209
385,254
385,392
388,38
388,134
388,162
389,96
389,118
389,307
390,46
390,48
390,120
390,227
390,270
390,275
390,306
390,307
390,363
392,64
392,134
392,195
392,196
392,251
392,374
392,385
393,469
396,213
396,478
397,1
397,27
397,41
397,59
397,73
397,94
397,307
397,363
397,400
398,199
398,374
399,467
400,75
400,340
400,397
401,307
404,453
405,139
406,16
407,29
407,62
407,100
407,166
407,210
407,226
407,283
407,304
407,422
407,433
407,441
408,226
408,254
408,352
409,289
410,13
410,134
410,257
412,28
412,33
412,56
412,166
412,283
412,482
413,71
413,164
414,363
415,28
415,217
415,270
416,80
416,135
416,153
416,273
416,298
416,317
416,417
416,452
416,462
416,478
416,492
416,494
416,496
417,256
417,291
417,295
417,416
419,79
419,120
419,267
419,275
419,306
419,363
419,424
420,46
420,79
420,213
420,246
420,267
420,359
421,277
422,15
422,48
422,158
422,167
422,226
422,283
422,344
422,347
422,350
422,407
422,423
423,422
424,267
424,419
425,0
425,56
425,105
425,365
425,374
426,105
426,154
426,196
428,10
428,106
428,181
428,291
428,307
428,490
430,48
430,238
431,15
431,143
431,183
431,328
432,207
433,12
433,29
433,50
433,64
433,94
433,122
433,154
433,158
433,210
433,226
433,283
433,302
433,313
433,347
433,407
434,12
434,270
434,342
436,187
437,172
437,363
438,38
438,481
440,41
440,51
440,67
440,100
440,106
440,120
440,197
440,199
440,209
440,237
440,270
440,273
440,295
440,308
440,363
440,452
440,489
441,13
441,105
441,122
441,195
441,196
441,254
441,407
442,25
442,27
442,73
444,279
445,363
446,463
447,63
447,168
448,292
449,51
449,307
449,322
452,122
452,199
452,274
452,322
452,336
452,363
452,416
452,440
453,404
454,55
454,199
454,289
454,476
455,315
456,356
457,463
458,363
458,462
459,67
461,330
462,416
462,458
463,16
463,102
463,107
463,199
463,344
463,446
463,457
463,493
465,46
465,58
465,117
465,199
465,256
465,291
465,353
465,467
466,15
466,38
466,64
466,134
466,135
466,167
466,278
466,304
466,316
467,46
467,336
467,399
467,465
468,363
469,12
469,15
469,32
469,84
469,302
469,393
470,47
470,360
472,48
472,125
472,154
472,196
472,384
476,9
476,10
476,37
476,116
476,291
476,454
478,359
478,396
478,416
479,60
481,438
482,1
482,29
482,33
482,100
482,152
482,196
482,226
482,244
482,308
482,313
482,315
482,345
482,347
482,412
483,97
483,341
488,148
489,67
489,290
489,295
489,308
489,440
490,10
490,37
490,181
490,289
490,291
490,375
490,428
492,181
492,416
493,199
493,463
494,416
496,416
