user,item,time
5,389,1291158000
5,433,1291158000
5,434,1291158000
5,435,1291158000
5,438,1291158000
5,440,1291158000
5,765,1291158000
5,767,1291158000
5,768,1291158000
5,769,1291158000
5,770,1291158000
5,772,1291158000
5,773,1291158000
5,774,1291158000
5,775,1291158000
5,776,1291158000
5,777,1291158000
5,778,1291158000
5,779,1291158000
5,780,1291158000
5,781,1291158000
5,782,1291158000
5,783,1291158000
5,784,1291158000
5,785,1291158000
5,786,1291158000
5,771,1298934000
6,564,1296514800
7,431,1291158000
7,391,1293836400
7,664,1293836400
7,45,1298934000
7,93,1298934000
7,115,1298934000
7,144,1298934000
7,145,1298934000
7,148,1298934000
7,151,1298934000
7,155,1298934000
7,185,1298934000
7,189,1298934000
7,205,1298934000
7,206,1298934000
7,227,1298934000
7,256,1298934000
7,258,1298934000
7,262,1298934000
7,265,1298934000
7,269,1298934000
7,273,1298934000
7,283,1298934000
7,379,1298934000
7,485,1298934000
7,561,1298934000
7,568,1298934000
7,570,1298934000
7,572,1298934000
7,660,1298934000
7,667,1298934000
7,669,1298934000
7,675,1298934000
7,696,1298934000
7,766,1298934000
7,836,1298934000
7,864,1298934000
7,868,1298934000
7,869,1298934000
7,870,1298934000
7,871,1298934000
7,872,1298934000
7,873,1298934000
7,874,1298934000
7,875,1298934000
7,876,1298934000
7,877,1298934000
7,878,1298934000
7,867,1304596869
8,22,1296514800
8,58,1296514800
8,61,1296514800
8,73,1296514800
8,78,1296514800
8,81,1296514800
8,89,1296514800
8,98,1296514800
8,109,1296514800
8,115,1296514800
8,327,1296514800
8,328,1296514800
8,351,1296514800
8,391,1296514800
8,393,1296514800
8,394,1296514800
8,416,1296514800
8,460,1296514800
8,467,1296514800
8,469,1296514800
8,470,1296514800
8,476,1296514800
8,503,1296514800
8,504,1296514800
8,506,1296514800
8,508,1296514800
8,520,1296514800
8,526,1296514800
8,629,1296514800
8,723,1296514800
8,728,1296514800
8,754,1296514800
8,830,1296514800
8,929,1296514800
8,930,1296514800
8,931,1296514800
8,932,1296514800
8,933,1296514800
8,934,1296514800
8,935,1296514800
8,936,1296514800
8,937,1296514800
8,938,1296514800
8,939,1296514800
8,940,1296514800
8,941,1296514800
8,942,1296514800
8,943,1296514800
8,746,1298934000
9,427,1289860200
9,431,1289860200
9,441,1289860200
9,446,1289860200
9,448,1289860200
9,449,1289860200
9,450,1289860200
9,452,1289860200
9,454,1289860200
9,455,1289860200
9,456,1289860200
9,464,1289860200
9,667,1289860200
9,675,1289860200
9,836,1289860200
9,837,1289860200
9,840,1289860200
9,959,1289860200
9,1063,1289860200
9,1064,1289860200
9,1065,1289860200
9,1066,1289860200
9,1067,1289860200
9,1068,1289860200
9,1069,1289860200
9,1070,1289860200
9,1072,1289860200
9,1073,1289860200
9,1074,1289860200
9,1075,1289860200
9,1076,1289860200
9,1077,1289860200
9,1078,1289860200
9,1079,1289860200
9,1080,1289860200
9,1081,1289860200
9,1082,1289860200
9,1083,1289860200
9,1084,1289860200
9,1085,1289860200
9,1086,1289860200
9,1087,1289860200
9,1088,1289860200
9,1089,1289860200
9,1090,1289860200
9,1091,1289860200
9,1092,1289860200
9,1093,1289860200
10,61,1296514800
10,69,1296514800
10,85,1296514800
10,103,1296514800
10,297,1296514800
10,331,1296514800
10,393,1296514800
10,394,1296514800
10,401,1296514800
10,406,1296514800
10,413,1296514800
10,416,1296514800
10,461,1296514800
10,503,1296514800
10,504,1296514800
10,506,1296514800
10,508,1296514800
10,526,1296514800
10,532,1296514800
10,571,1296514800
10,621,1296514800
10,660,1296514800
10,695,1296514800
10,698,1296514800
10,699,1296514800
10,707,1296514800
10,721,1296514800
10,727,1296514800
10,728,1296514800
10,729,1296514800
10,732,1296514800
10,754,1296514800
10,820,1296514800
10,869,1296514800
10,929,1296514800
10,940,1296514800
10,1115,1296514800
10,1116,1296514800
10,1117,1296514800
10,1118,1296514800
10,1119,1296514800
10,1120,1296514800
10,1121,1296514800
10,1122,1296514800
10,1123,1296514800
10,1124,1296514800
10,1125,1296514800
10,1126,1296514800
10,1127,1296514800
11,1158,1291158000
11,1160,1291158000
12,108,1291158000
12,221,1291158000
12,394,1291158000
12,574,1291158000
12,660,1291158000
12,869,1291158000
12,972,1291158000
12,3,1293836400
12,542,1293836400
12,867,1293836400
12,977,1293836400
12,95,1296514800
12,103,1296514800
12,109,1296514800
12,114,1296514800
12,115,1296514800
12,176,1296514800
12,205,1296514800
12,261,1296514800
12,269,1296514800
12,279,1296514800
12,283,1296514800
12,285,1296514800
12,315,1296514800
12,318,1296514800
12,375,1296514800
12,380,1296514800
12,427,1296514800
12,431,1296514800
12,449,1296514800
12,455,1296514800
12,568,1296514800
12,572,1296514800
12,630,1296514800
12,665,1296514800
12,667,1296514800
12,691,1296514800
12,696,1296514800
12,820,1296514800
12,868,1296514800
12,954,1296514800
12,1087,1296514800
12,1222,1296514800
12,1223,1296514800
12,1224,1296514800
12,1225,1296514800
12,1226,1296514800
12,1227,1296514800
12,1228,1296514800
13,1230,1293836400
13,1231,1293836400
14,56,1291158000
14,57,1291158000
14,69,1291158000
14,70,1291158000
14,109,1291158000
14,115,1291158000
14,127,1291158000
14,227,1291158000
14,406,1291158000
14,413,1291158000
14,416,1291158000
14,476,1291158000
14,519,1291158000
14,520,1291158000
14,526,1291158000
14,603,1291158000
14,754,1291158000
14,931,1291158000
14,933,1291158000
14,934,1291158000
14,998,1291158000
14,1117,1291158000
14,1120,1291158000
14,1125,1291158000
14,1211,1291158000
14,1259,1291158000
14,1260,1291158000
14,1261,1291158000
14,1264,1291158000
14,1265,1291158000
14,1266,1291158000
14,1269,1291158000
14,1270,1291158000
14,1271,1291158000
14,1272,1291158000
14,1273,1291158000
14,1274,1291158000
15,1307,1293836400
15,1322,1293836400
15,1329,1293836400
15,47,1295175600
15,377,1295175600
15,403,1295175600
15,410,1295175600
15,545,1295175600
15,645,1295175600
15,695,1295175600
15,1292,1295175600
15,1298,1295175600
15,1303,1295175600
15,1304,1295175600
15,1305,1295175600
15,1306,1295175600
15,1308,1295175600
15,1309,1295175600
15,1310,1295175600
15,1311,1295175600
15,1312,1295175600
15,1313,1295175600
15,1314,1295175600
15,1315,1295175600
15,1316,1295175600
15,1317,1295175600
15,1318,1295175600
15,1319,1295175600
15,1320,1295175600
15,1321,1295175600
15,1323,1295175600
15,1324,1295175600
15,1325,1295175600
15,1328,1295175600
15,1330,1295175600
15,1331,1295175600
15,1332,1295175600
15,1333,1295175600
15,1334,1295175600
15,1335,1295175600
15,1336,1295175600
15,1337,1295175600
15,1338,1295175600
15,1339,1295175600
15,1340,1295175600
15,1341,1295175600
15,1342,1295175600
15,1326,1296514800
15,1327,1296514800
16,59,1298934000
16,129,1298934000
16,142,1298934000
16,144,1298934000
16,145,1298934000
16,146,1298934000
16,148,1298934000
16,151,1298934000
16,155,1298934000
16,156,1298934000
16,157,1298934000
16,160,1298934000
16,173,1298934000
16,179,1298934000
16,185,1298934000
16,188,1298934000
16,197,1298934000
16,205,1298934000
16,206,1298934000
16,251,1298934000
16,253,1298934000
16,265,1298934000
16,298,1298934000
16,320,1298934000
16,364,1298934000
16,366,1298934000
16,377,1298934000
16,389,1298934000
16,440,1298934000
16,497,1298934000
16,532,1298934000
16,569,1298934000
16,697,1298934000
16,766,1298934000
16,784,1298934000
16,794,1298934000
16,802,1298934000
16,1028,1298934000
16,1059,1298934000
16,1126,1298934000
16,1241,1298934000
16,1365,1298934000
16,1366,1298934000
16,1367,1298934000
16,1368,1298934000
16,1369,1298934000
16,1370,1298934000
16,1371,1298934000
16,1372,1298934000
17,181,1293836400
17,439,1293836400
17,1410,1293836400
17,258,1296514800
17,57,1304597828
17,32,1304597831
17,536,1304597831
18,2,1296514800
18,78,1296514800
18,110,1296514800
18,185,1296514800
18,202,1296514800
18,205,1296514800
18,206,1296514800
18,218,1296514800
18,265,1296514800
18,273,1296514800
18,274,1296514800
18,276,1296514800
18,279,1296514800
18,283,1296514800
18,285,1296514800
18,298,1296514800
18,299,1296514800
18,314,1296514800
18,391,1296514800
18,393,1296514800
18,394,1296514800
18,408,1296514800
18,506,1296514800
18,509,1296514800
18,521,1296514800
18,523,1296514800
18,538,1296514800
18,571,1296514800
18,634,1296514800
18,660,1296514800
18,665,1296514800
18,737,1296514800
18,862,1296514800
18,869,1296514800
18,963,1296514800
18,1131,1296514800
18,1134,1296514800
18,1350,1296514800
18,1423,1296514800
18,1424,1296514800
18,1425,1296514800
18,1426,1296514800
18,1427,1296514800
18,1428,1296514800
18,1429,1296514800
18,1431,1296514800
18,1432,1296514800
18,1433,1296514800
18,1434,1296514800
19,45,1296514800
19,564,1304597962
19,25,1304597963
19,32,1304597963
19,59,1304597963
19,129,1304597963
19,143,1304597963
19,144,1304597963
19,148,1304597963
19,150,1304597963
19,151,1304597963
19,154,1304597963
19,155,1304597963
19,156,1304597963
19,157,1304597963
19,160,1304597963
19,166,1304597963
19,168,1304597963
19,170,1304597963
19,174,1304597963
19,179,1304597963
19,180,1304597963
19,184,1304597963
19,185,1304597963
19,191,1304597963
19,248,1304597963
19,251,1304597963
19,258,1304597963
19,265,1304597963
19,304,1304597963
19,307,1304597963
19,365,1304597963
19,367,1304597963
19,389,1304597963
19,496,1304597963
19,500,1304597963
19,781,1304597963
19,851,1304597963
19,946,1304597963
19,1031,1304597963
19,1037,1304597963
19,1094,1304597963
19,1456,1304597963
19,1457,1304597963
19,1458,1304597963
19,1459,1304597963
19,1460,1304597963
19,1461,1304597963
19,145,1304597964
20,374,1291158000
20,1486,1293836400
20,171,1296514800
20,225,1298934000
20,391,1298934000
20,696,1298934000
20,1266,1298934000
20,575,1304688308
20,103,1304688318
21,44,1293836400
21,47,1293836400
21,58,1293836400
21,67,1293836400
21,80,1293836400
21,84,1293836400
21,86,1293836400
21,87,1293836400
21,91,1293836400
21,98,1293836400
21,106,1293836400
21,109,1293836400
21,111,1293836400
21,169,1293836400
21,190,1293836400
21,194,1293836400
21,200,1293836400
21,232,1293836400
21,264,1293836400
21,308,1293836400
21,311,1293836400
21,355,1293836400
21,415,1293836400
21,465,1293836400
21,472,1293836400
21,699,1293836400
21,924,1293836400
21,952,1293836400
21,987,1293836400
21,997,1293836400
21,999,1293836400
21,1105,1293836400
21,1211,1293836400
21,1233,1293836400
21,1333,1293836400
21,1439,1293836400
21,1554,1293836400
21,1555,1293836400
21,1556,1293836400
21,1558,1293836400
21,1559,1293836400
21,1560,1293836400
21,1561,1293836400
21,1562,1293836400
21,1563,1293836400
21,1564,1293836400
21,1565,1293836400
21,1566,1293836400
22,44,1293836400
22,55,1293836400
22,64,1293836400
22,78,1293836400
22,93,1293836400
22,103,1293836400
22,110,1293836400
22,111,1293836400
22,116,1293836400
22,125,1293836400
22,144,1293836400
22,183,1293836400
22,221,1293836400
22,224,1293836400
22,232,1293836400
22,239,1293836400
22,242,1293836400
22,283,1293836400
22,316,1293836400
22,325,1293836400
22,390,1293836400
22,425,1293836400
22,427,1293836400
22,449,1293836400
22,659,1293836400
22,674,1293836400
22,746,1293836400
22,754,1293836400
22,819,1293836400
22,824,1293836400
22,854,1293836400
22,858,1293836400
22,861,1293836400
22,978,1293836400
22,1045,1293836400
22,1050,1293836400
22,1102,1293836400
22,1176,1293836400
22,1205,1293836400
22,1208,1293836400
22,1213,1293836400
22,1216,1293836400
22,1377,1293836400
22,1489,1293836400
22,1575,1293836400
22,1583,1293836400
22,1584,1293836400
22,1585,1293836400
22,1586,1293836400
23,1001,1293836400
23,1439,1293836400
24,45,1296514800
24,2,1300556625
24,32,1300556625
24,37,1300556625
24,57,1300556625
24,58,1300556625
24,67,1300556625
24,109,1300556625
24,112,1300556625
24,115,1300556625
24,144,1300556625
24,147,1300556625
24,149,1300556625
24,155,1300556625
24,171,1300556625
24,185,1300556625
24,196,1300556625
24,202,1300556625
24,205,1300556625
24,206,1300556625
24,225,1300556625
24,253,1300556625
24,256,1300556625
24,258,1300556625
24,265,1300556625
24,269,1300556625
24,273,1300556625
24,283,1300556625
24,284,1300556625
24,302,1300556625
24,303,1300556625
24,314,1300556625
24,322,1300556625
24,374,1300556625
24,391,1300556625
24,561,1300556625
24,690,1300556625
24,750,1300556625
24,870,1300556625
24,998,1300556625
24,1041,1300556625
24,1148,1300556625
24,1282,1300556625
24,1362,1300556625
24,1609,1300556625
24,1610,1300556625
24,1611,1300556625
24,1608,1304598450
25,58,1293836400
25,60,1293836400
25,108,1293836400
25,114,1293836400
25,297,1293836400
25,424,1293836400
25,428,1293836400
25,451,1293836400
25,573,1293836400
25,671,1293836400
25,681,1293836400
25,703,1293836400
25,735,1293836400
25,752,1293836400
25,1073,1293836400
25,1240,1293836400
25,1257,1293836400
25,1376,1293836400
25,1491,1293836400
25,1580,1293836400
25,1612,1293836400
25,1613,1293836400
25,1614,1293836400
25,1615,1293836400
25,1616,1293836400
25,1617,1293836400
25,1618,1293836400
25,1619,1293836400
25,1620,1293836400
25,1621,1293836400
25,1622,1293836400
25,1623,1293836400
25,1624,1293836400
25,1625,1293836400
25,1626,1293836400
25,1627,1293836400
25,1628,1293836400
25,1629,1293836400
25,1630,1293836400
25,1631,1293836400
25,1632,1293836400
25,1633,1293836400
25,1634,1293836400
25,1635,1293836400
25,1636,1293836400
25,1637,1293836400
25,1638,1293836400
25,1639,1293836400
25,1640,1293836400
26,35,1291158000
26,290,1291158000
26,527,1291158000
26,624,1291158000
26,648,1291158000
26,1441,1291158000
26,1651,1291158000
26,1655,1291158000
26,1656,1291158000
26,24,1292497200
26,30,1292497200
26,32,1292497200
26,37,1292497200
26,45,1292497200
26,54,1292497200
26,55,1292497200
26,61,1292497200
26,62,1292497200
26,67,1292497200
26,72,1292497200
26,75,1292497200
26,78,1292497200
26,117,1292497200
26,226,1292497200
26,381,1292497200
26,425,1292497200
26,509,1292497200
26,617,1292497200
26,621,1292497200
26,632,1292497200
26,694,1292497200
26,746,1292497200
26,978,1292497200
26,1386,1292497200
26,1437,1292497200
26,1652,1292497200
26,1653,1292497200
26,1654,1292497200
26,1657,1292497200
26,1658,1292497200
26,1659,1292497200
26,206,1293836400
26,223,1293836400
26,298,1293836400
26,301,1293836400
26,618,1293836400
26,996,1293836400
26,1000,1293836400
26,1419,1293836400
27,45,1298934000
27,78,1298934000
27,85,1298934000
27,103,1298934000
27,112,1298934000
27,144,1298934000
27,145,1298934000
27,147,1298934000
27,148,1298934000
27,149,1298934000
27,155,1298934000
27,157,1298934000
27,160,1298934000
27,185,1298934000
27,189,1298934000
27,205,1298934000
27,206,1298934000
27,221,1298934000
27,256,1298934000
27,258,1298934000
27,269,1298934000
27,283,1298934000
27,284,1298934000
27,298,1298934000
27,302,1298934000
27,304,1298934000
27,374,1298934000
27,375,1298934000
27,380,1298934000
27,385,1298934000
27,503,1298934000
27,532,1298934000
27,570,1298934000
27,578,1298934000
27,665,1298934000
27,791,1298934000
27,869,1298934000
27,1126,1298934000
27,1224,1298934000
27,1289,1298934000
27,1404,1298934000
27,1608,1298934000
27,1664,1298934000
27,1665,1298934000
27,1666,1298934000
27,1667,1298934000
27,1668,1298934000
27,1669,1298934000
27,1670,1298934000
28,1678,1291158000
28,1682,1291158000
28,1529,1298934000
28,1676,1298934000
28,1683,1298934000
28,1677,1304689024
28,605,1304689042
28,1675,1304689044
28,1346,1304689066
28,1679,1304689078
28,1680,1304689078
28,1684,1304689078
29,1690,1291158000
29,1689,1293836400
29,60,1296514800
29,1697,1298934000
29,1207,1304598596
29,1695,1304598599
29,1693,1304598600
29,1694,1304598600
29,1696,1304598600
29,1699,1304598600
29,1700,1304598600
29,1701,1304598600
29,1702,1304598600
29,1703,1304598600
29,1704,1304598600
29,1706,1304598600
29,1709,1304598600
29,1710,1304598600
29,1691,1304598601
29,1692,1304598601
29,1698,1304598601
29,1707,1304598601
29,1708,1304598601
29,1203,1304598604
29,1582,1304598605
29,1705,1304598605
30,61,1304689120
30,78,1304689120
30,94,1304689120
30,96,1304689120
30,98,1304689120
30,103,1304689120
30,109,1304689120
30,223,1304689120
30,227,1304689120
30,231,1304689120
30,311,1304689120
30,327,1304689120
30,328,1304689120
30,339,1304689120
30,396,1304689120
30,414,1304689120
30,416,1304689120
30,472,1304689120
30,474,1304689120
30,476,1304689120
30,535,1304689120
30,544,1304689120
30,618,1304689120
30,693,1304689120
30,746,1304689120
30,754,1304689120
30,758,1304689120
30,763,1304689120
30,817,1304689120
30,1187,1304689120
30,1214,1304689120
30,1299,1304689120
30,1498,1304689120
30,1598,1304689120
30,1722,1304689120
30,1723,1304689120
30,1724,1304689120
30,1725,1304689120
30,1726,1304689120
30,1727,1304689120
30,1728,1304689120
30,1729,1304689120
30,1730,1304689120
30,1731,1304689120
30,1732,1304689120
30,1733,1304689120
30,1734,1304689120
30,1735,1304689120
30,1736,1304689120
31,425,1291158000
31,427,1291158000
31,449,1291158000
31,447,1304598785
32,1,1291158000
32,7,1291158000
32,9,1291158000
32,13,1291158000
32,201,1291158000
32,394,1291158000
32,460,1291158000
32,461,1291158000
32,503,1291158000
32,521,1291158000
32,700,1291158000
32,702,1291158000
32,703,1291158000
32,707,1291158000
32,709,1291158000
32,728,1291158000
32,729,1291158000
32,732,1291158000
32,827,1291158000
32,828,1291158000
32,832,1291158000
32,1015,1291158000
32,1507,1291158000
32,1772,1291158000
32,1773,1291158000
32,1774,1291158000
32,1775,1291158000
32,1777,1291158000
32,1778,1291158000
32,1779,1291158000
32,1780,1291158000
32,1781,1291158000
32,1782,1291158000
32,1783,1291158000
32,1784,1291158000
32,1785,1291158000
32,1786,1291158000
32,1787,1291158000
32,1789,1291158000
32,1790,1291158000
32,1791,1291158000
32,1792,1291158000
32,1793,1291158000
32,1794,1291158000
32,1795,1291158000
32,1796,1291158000
32,1797,1291158000
32,708,1293836400
32,1776,1304598801
33,44,1296514800
33,100,1296514800
33,112,1296514800
33,125,1296514800
33,232,1296514800
33,284,1296514800
33,311,1296514800
33,351,1296514800
33,394,1296514800
33,413,1296514800
33,467,1296514800
33,476,1296514800
33,763,1296514800
33,992,1296514800
33,1181,1296514800
33,1193,1296514800
33,1237,1296514800
33,1493,1296514800
33,1506,1296514800
33,1607,1296514800
33,1687,1296514800
33,1806,1296514800
33,1807,1296514800
33,1808,1296514800
33,1809,1296514800
33,1810,1296514800
33,1811,1296514800
33,1812,1296514800
33,1813,1296514800
33,1814,1296514800
33,1815,1296514800
33,1816,1296514800
33,1817,1296514800
33,1818,1296514800
33,1819,1296514800
33,1820,1296514800
33,1821,1296514800
33,1822,1296514800
33,1823,1296514800
33,1824,1296514800
33,1825,1296514800
33,1826,1296514800
33,1827,1296514800
33,1828,1296514800
33,1829,1296514800
33,1830,1296514800
33,1831,1296514800
33,1832,1296514800
33,1833,1296514800
34,64,1293836400
34,89,1293836400
34,93,1293836400
34,96,1293836400
34,102,1293836400
34,107,1293836400
34,108,1293836400
34,109,1293836400
34,110,1293836400
34,115,1293836400
34,223,1293836400
34,224,1293836400
34,227,1293836400
34,232,1293836400
34,235,1293836400
34,236,1293836400
34,245,1293836400
34,283,1293836400
34,342,1293836400
34,347,1293836400
34,351,1293836400
34,352,1293836400
34,469,1293836400
34,542,1293836400
34,627,1293836400
34,825,1293836400
34,902,1293836400
34,1099,1293836400
34,1105,1293836400
34,1106,1293836400
34,1144,1293836400
34,1377,1293836400
34,1435,1293836400
34,1737,1293836400
34,1840,1293836400
34,1841,1293836400
34,1842,1293836400
34,1843,1293836400
34,1844,1293836400
34,1845,1293836400
34,1846,1293836400
34,1847,1293836400
34,1848,1293836400
34,1849,1293836400
34,1850,1293836400
34,1851,1293836400
34,1852,1293836400
34,1853,1293836400
34,1854,1293836400
35,1866,1298934000
36,1039,1291158000
36,1867,1291158000
37,145,1293836400
37,32,1296514800
37,45,1296514800
37,110,1296514800
37,144,1296514800
37,148,1296514800
37,153,1296514800
37,155,1296514800
37,157,1296514800
37,160,1296514800
37,181,1296514800
37,182,1296514800
37,187,1296514800
37,205,1296514800
37,253,1296514800
37,258,1296514800
37,265,1296514800
37,283,1296514800
37,304,1296514800
37,305,1296514800
37,312,1296514800
37,373,1296514800
37,374,1296514800
37,380,1296514800
37,393,1296514800
37,399,1296514800
37,493,1296514800
37,536,1296514800
37,570,1296514800
37,574,1296514800
37,699,1296514800
37,790,1296514800
37,791,1296514800
37,792,1296514800
37,978,1296514800
37,1033,1296514800
37,1037,1296514800
37,1188,1296514800
37,1417,1296514800
37,1553,1296514800
37,1588,1296514800
37,1880,1296514800
37,1881,1296514800
37,1882,1296514800
37,1883,1296514800
37,1884,1296514800
37,1885,1296514800
37,1886,1296514800
37,1887,1296514800
38,373,1291158000
38,580,1291158000
38,855,1291158000
38,1019,1291158000
38,156,1293836400
38,1475,1293836400
38,45,1296514800
38,55,1296514800
38,129,1296514800
38,151,1296514800
38,181,1296514800
38,259,1296514800
38,298,1296514800
38,383,1296514800
38,1891,1296514800
38,90,1298934000
38,110,1298934000
38,111,1298934000
38,115,1298934000
38,144,1298934000
38,148,1298934000
38,183,1298934000
38,185,1298934000
38,978,1298934000
38,1059,1298934000
38,1180,1298934000
38,389,1304599326
38,145,1304690060
38,103,1304690128
38,31,1304690149
38,78,1304690149
38,735,1304690176
39,155,1296514800
39,175,1296514800
39,189,1296514800
39,190,1296514800
39,1190,1296514800
39,1921,1296514800
39,25,1298934000
39,45,1298934000
39,59,1298934000
39,144,1298934000
39,145,1298934000
39,148,1298934000
39,151,1298934000
39,153,1298934000
39,157,1298934000
39,177,1298934000
39,185,1298934000
39,210,1298934000
39,233,1298934000
39,251,1298934000
39,253,1298934000
39,258,1298934000
39,283,1298934000
39,307,1298934000
39,308,1298934000
39,310,1298934000
39,313,1298934000
39,326,1298934000
39,373,1298934000
39,375,1298934000
39,379,1298934000
39,380,1298934000
39,381,1298934000
39,382,1298934000
39,502,1298934000
39,559,1298934000
39,751,1298934000
39,784,1298934000
39,1026,1298934000
39,1363,1298934000
39,1386,1298934000
39,1394,1298934000
39,1514,1298934000
39,1893,1298934000
39,1918,1298934000
39,1919,1298934000
39,1920,1298934000
39,1922,1298934000
39,1923,1298934000
40,144,1291158000
40,145,1291158000
40,148,1291158000
40,149,1291158000
40,151,1291158000
40,154,1291158000
40,155,1291158000
40,157,1291158000
40,160,1291158000
40,162,1291158000
40,164,1291158000
40,168,1291158000
40,172,1291158000
40,177,1291158000
40,181,1291158000
40,185,1291158000
40,191,1291158000
40,193,1291158000
40,248,1291158000
40,253,1291158000
40,258,1291158000
40,302,1291158000
40,307,1291158000
40,316,1291158000
40,374,1291158000
40,375,1291158000
40,379,1291158000
40,389,1291158000
40,436,1291158000
40,439,1291158000
40,496,1291158000
40,500,1291158000
40,536,1291158000
40,790,1291158000
40,888,1291158000
40,1007,1291158000
40,1011,1291158000
40,1037,1291158000
40,1474,1291158000
40,1485,1291158000
40,1939,1291158000
40,1940,1291158000
40,1941,1291158000
40,1942,1291158000
40,1943,1291158000
40,1944,1291158000
40,1945,1291158000
40,1946,1291158000
40,1947,1291158000
41,837,1293836400
41,1959,1293836400
42,209,1304599709
42,1961,1304599709
42,286,1304599738
43,32,1291158000
43,45,1291158000
43,129,1291158000
43,144,1291158000
43,145,1291158000
43,146,1291158000
43,148,1291158000
43,149,1291158000
43,150,1291158000
43,151,1291158000
43,154,1291158000
43,155,1291158000
43,157,1291158000
43,160,1291158000
43,162,1291158000
43,168,1291158000
43,177,1291158000
43,185,1291158000
43,189,1291158000
43,191,1291158000
43,193,1291158000
43,253,1291158000
43,258,1291158000
43,302,1291158000
43,307,1291158000
43,321,1291158000
43,366,1291158000
43,375,1291158000
43,389,1291158000
43,439,1291158000
43,497,1291158000
43,500,1291158000
43,577,1291158000
43,765,1291158000
43,788,1291158000
43,793,1291158000
43,795,1291158000
43,848,1291158000
43,981,1291158000
43,1177,1291158000
43,1191,1291158000
43,1877,1291158000
43,1879,1291158000
43,1903,1291158000
43,1974,1291158000
43,1975,1291158000
43,1976,1291158000
43,1977,1291158000
43,1978,1291158000
44,160,1291158000
44,273,1291158000
44,280,1291158000
44,285,1291158000
44,431,1291158000
44,444,1291158000
44,452,1291158000
44,459,1291158000
44,661,1291158000
44,664,1291158000
44,667,1291158000
44,671,1291158000
44,675,1291158000
44,842,1291158000
44,844,1291158000
44,1069,1291158000
44,1077,1291158000
44,1135,1291158000
44,1136,1291158000
44,1145,1291158000
44,1207,1291158000
44,1753,1291158000
44,1828,1291158000
44,1926,1291158000
44,1927,1291158000
44,1932,1291158000
44,1985,1291158000
44,1998,1291158000
44,1999,1291158000
44,2000,1291158000
44,2001,1291158000
44,2002,1291158000
44,2003,1291158000
44,2004,1291158000
44,2005,1291158000
44,2006,1291158000
44,2007,1291158000
44,2008,1291158000
44,2009,1291158000
44,2010,1291158000
44,2011,1291158000
44,2012,1291158000
44,2013,1291158000
44,2014,1291158000
44,2015,1291158000
44,2016,1291158000
44,2017,1291158000
44,2018,1291158000
44,2019,1291158000
45,2020,1291158000
45,2,1293836400
45,16,1293836400
45,27,1293836400
45,32,1293836400
45,48,1293836400
45,61,1293836400
45,63,1293836400
45,78,1293836400
45,148,1293836400
45,151,1293836400
45,155,1293836400
45,183,1293836400
45,225,1293836400
45,228,1293836400
