user,friend
171,273
171,308
171,321
172,5
172,270
172,279
173,9
173,11
173,15
173,21
173,74
173,95
173,112
173,246
173,299
174,286
174,298
175,197
177,222
177,310
178,1
178,8
178,10
178,19
178,29
178,42
178,44
178,49
178,58
178,67
178,89
178,102
178,109
178,111
178,119
178,123
178,126
178,136
178,161
178,171
178,183
178,186
178,191
178,197
178,202
178,210
178,221
178,223
178,241
178,283
178,303
178,308
178,327
178,334
178,335
179,49
179,67
179,72
179,111
179,119
179,214
179,222
180,267
182,222
183,8
183,10
183,46
183,49
183,58
183,72
183,126
183,142
183,161
183,178
183,210
183,242
183,249
184,1
184,7
184,10
184,48
184,57
184,111
184,119
184,124
184,128
184,186
184,219
184,224
184,242
184,250
184,254
184,258
184,303
184,327
184,334
185,13
186,7
186,8
186,10
186,20
186,105
186,111
186,156
186,178
186,184
186,220
186,223
186,266
186,303
186,327
186,334
187,4
188,191
189,75
190,111
190,194
190,234
191,20
191,48
191,150
191,178
191,188
191,257
191,327
192,82
192,157
192,194
192,266
192,300
192,310
193,18
193,39
193,89
193,131
193,216
193,228
193,307
193,332
194,1
194,8
194,10
194,19
194,23
194,42
194,46
194,47
194,48
194,54
194,78
194,82
194,97
194,107
194,111
194,119
194,138
194,140
194,190
194,192
194,219
194,234
194,242
194,257
194,258
194,292
194,300
194,303
194,327
195,216
196,15
196,32
196,57
196,252
196,257
196,258
196,317
197,4
197,89
197,149
197,175
197,178
197,198
197,223
197,291
197,305
197,308
197,335
198,89
198,138
198,197
198,223
199,42
199,59
199,67
199,82
199,133
199,136
199,310
199,335
199,336
201,103
201,263
202,10
202,49
202,72
202,97
202,105
202,109
202,126
202,178
202,210
202,223
202,249
202,257
202,308
202,327
203,51
204,11
207,149
208,2
208,324
209,223
210,10
210,22
210,42
210,43
210,48
210,75
210,78
210,126
210,128
210,136
210,139
210,161
210,171
210,178
210,183
210,202
210,223
210,234
210,241
210,249
210,266
210,273
210,283
210,287
210,302
210,303
210,308
210,321
210,327
210,329
210,335
211,19
211,36
211,42
211,44
211,105
211,156
211,321
211,327
212,2
212,11
212,17
212,64
212,154
212,167
212,216
212,218
212,230
212,294
214,8
214,22
214,44
214,58
214,75
214,82
214,149
214,179
214,261
214,263
216,2
216,31
216,50
216,84
216,93
216,101
216,138
216,150
216,159
216,193
216,195
216,212
216,255
216,259
216,262
216,284
216,291
216,294
216,301
216,320
218,212
219,10
219,111
219,124
219,184
219,194
219,224
219,258
219,327
220,8
220,48
220,57
220,58
220,59
220,97
220,109
220,119
220,156
220,186
220,234
220,258
220,268
221,14
221,17
221,85
221,178
221,308
221,317
222,29
222,44
222,50
222,55
222,177
222,179
222,182
222,245
222,258
223,4
223,10
223,36
223,66
223,70
223,89
223,93
223,94
223,138
223,149
223,156
223,161
223,171
223,178
223,186
223,197
223,198
223,202
223,209
223,210
223,230
223,232
223,249
223,273
223,287
223,291
223,294
223,297
223,320
223,327
223,337
224,1
224,9
224,29
224,74
224,111
224,119
224,184
224,219
224,242
224,256
225,1
225,10
225,46
225,49
225,111
225,161
226,9
227,229
228,193
229,227
230,19
230,212
230,223
230,255
230,285
230,299
231,15
231,67
231,241
231,327
232,223
232,257
233,43
234,6
234,46
234,49
234,72
234,140
234,190
234,194
234,210
234,220
234,258
234,266
235,8
235,67
238,36
238,153
239,54
239,98
239,150
239,158
240,111
241,8
241,10
241,29
241,52
241,58
241,67
241,78
241,126
241,178
241,210
241,231
241,242
241,258
242,44
242,46
242,78
242,111
242,142
242,183
242,184
242,194
242,224
242,241
242,258
245,6
245,29
245,66
245,222
245,288
245,292
246,173
248,12
248,34
248,50
249,6
249,22
249,29
249,35
249,44
249,59
249,75
249,89
249,102
249,136
249,149
249,156
249,161
249,183
249,202
249,210
249,223
249,266
249,284
249,287
249,292
249,308
249,310
250,15
250,184
252,9
252,25
252,32
252,46
252,48
252,57
252,156
252,196
252,257
254,184
255,93
255,133
255,216
255,230
255,259
256,224
257,10
257,20
257,57
257,58
257,67
257,76
257,78
257,103
257,105
257,138
257,171
257,191
257,194
257,196
257,202
257,232
257,252
257,258
257,268
257,287
257,327
258,1
258,8
258,19
258,20
258,36
258,48
258,52
258,57
258,63
258,66
258,72
258,74
258,76
258,78
258,124
258,133
258,150
258,156
258,171
258,184
258,194
258,196
258,219
258,220
258,222
258,234
258,241
258,242
258,257
258,285
258,292
258,299
258,300
258,315
258,321
258,327
259,216
259,255
259,282
260,134
260,158
261,24
261,25
261,97
261,214
261,283
261,334
262,216
263,10
263,24
263,42
263,44
263,75
263,97
263,171
263,201
263,214
264,267
266,1
266,8
266,10
266,72
266,97
266,111
266,126
266,161
266,186
266,192
266,210
266,234
266,249
266,292
266,310
267,180
267,264
267,333
268,1
268,8
268,20
268,123
268,150
268,220
268,257
270,172
273,10
273,29
273,171
273,210
273,223
273,321
275,291
277,321
278,35
279,172
279,333
282,259
283,1
283,77
283,136
283,161
283,178
283,210
283,261
284,66
284,85
284,102
284,111
284,124
284,216
284,249
285,15
285,230
285,258
285,299
286,174
286,298
287,29
287,46
287,210
287,223
287,249
287,257
287,327
288,130
288,245
290,1
290,142
291,197
291,216
291,223
291,275
292,9
292,29
292,52
292,54
292,72
292,75
292,82
292,99
292,126
292,127
292,194
292,245
292,249
292,258
292,266
292,310
292,334
293,67
294,35
294,89
294,212
294,216
294,223
297,89
297,223
298,174
298,286
299,73
299,173
299,230
299,258
299,285
300,82
300,119
300,192
300,194
300,258
301,216
302,210
303,10
303,29
303,72
303,109
303,161
303,178
303,184
303,186
303,194
303,210
305,197
307,193
308,10
308,23
308,29
308,44
308,49
308,56
308,66
308,68
308,75
308,89
308,126
308,136
308,149
308,169
308,171
308,178
308,197
308,202
308,210
308,221
308,249
308,331
309,90
309,116
310,1
310,8
310,21
310,23
310,29
310,44
310,49
310,58
310,75
310,77
310,82
310,133
310,156
310,177
310,192
310,199
310,249
310,266
310,292
315,258
316,37
317,196
317,221
320,11
320,132
320,138
320,158
320,216
320,223
320,337
321,10
321,22
321,57
321,76
321,105
321,136
321,171
321,210
321,211
321,258
321,273
321,277
324,21
324,208
327,8
327,10
327,19
327,42
327,43
327,52
327,58
327,66
327,78
327,97
327,105
327,133
327,156
327,178
327,184
327,186
327,191
327,194
327,202
327,210
327,211
327,219
327,223
327,231
327,257
327,258
327,287
329,97
329,111
329,124
329,142
329,210
329,334
331,308
332,18
332,131
332,136
332,193
333,267
333,279
334,8
334,9
334,29
334,72
334,97
334,140
334,178
334,184
334,186
334,261
334,292
334,329
335,10
335,29
335,42
335,44
335,72
335,97
335,102
335,119
335,178
335,197
335,199
335,210
336,23
336,199
337,11
337,138
337,158
337,223
337,320
